"date","sfcity_adr","sfcity_demt","sfcity_occ","sfcity_revpar","sfcity_rmrevt","sfcity_supt","sfzoneone_adr","sfzoneone_demt","sfzoneone_occ","sfzoneone_revpar","sfzoneone_rmrevt","sfzoneone_supt","sfzonetwo_adr","sfzonetwo_demt","sfzonetwo_occ","sfzonetwo_revpar","sfzonetwo_rmrevt","sfzonetwo_supt"
2007-01-01,163.761086702423,9526435,0.765018627104016,125.28028172215,1560059348,12452553,173.999282825327,8193262,0.766804034347754,133.423352044076,1425621712,10684949,94.9032985814762,919759,0.7562128474763,71.7670936551917,87288163,1216270
2008-01-01,172.885510955955,9566304,0.768087007056124,132.791114673528,1653875355,12454714,182.081532522271,8368034.99999999,0.767877016127552,139.816223885133,1523664637,10897624,107.571949704093,962464,0.776011674877244,83.4770888596838,103534129,1240270
2009-01-01,146.249929870196,9175842,0.736120606485257,107.657587074475,1341966249,12465134,153.553555411747,8086363,0.739041500901597,113.482450060274,1241689789,10941690,91.2459433808623,890335,0.717855789465197,65.5014287211656,81239457,1240270
2010-01-01,150.039155446465,9538673,0.772312095385554,115.877054532738,1431174441,12350801,156.475662812626,8524732,0.777604434190385,121.676169245977,1333913090,10962813,95.419364345328,902597,0.727796332461953,69.4458634163805,86125232,1240178
2011-01-01,173.438751015918,9850694,0.800485653341646,138.835231921736,1708492064,12305897,180.301774288403,8784253.99999999,0.803439800967813,144.861621648418,1583816582,10933307,129.702441754342,963119,0.776192452602099,100.674056373784,124918886,1240825
2012-01-01,190.704290174397,10008078,0.813315681291634,155.102789688427,1908583411,12305281,207.397245879515,7563793.99999999,0.815912980143994,169.218104959212,1568710044,9270344,133.645463167479,2372360,0.807080272229185,107.862616795404,317055150.999999,2939435
2013-01-01,209.250556076102,10295803,0.840711446894044,175.919337762123,2154402503,12246536,216.931827791552,9178667,0.843026515289284,182.879282838447,1991145009,10887756,147.059728984435,1028797,0.822310677361212,120.928785353747,151294608,1251105
2014-01-01,231.321323651587,10471940,0.849996509734594,196.622317731035,2422383022,12319980,239.999676700276,9307153,0.852299329710152,204.551563582298,2233713711,10920052,169.942030277925,1042872,0.832147995298545,141.41691981274,177227785,1253229
2015-01-01,246.008857497823,10396164,0.848000508988044,208.615636373721,2557548428,12259620,252.414841746777,9435574,0.848690595497203,214.222102354404,2381678918,11117802,175.621885080357,1016519,0.824713688125318,144.837772560142,178522983,1232572
